Alert_ID,Inference_Row_ID,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Air_temperature_K_rolling_mean,Air_temperature_K_rolling_std,Air_temperature_K_rolling_min,Air_temperature_K_rolling_max,Air_temperature_K_change,Process_temperature_K_rolling_mean,Process_temperature_K_rolling_std,Process_temperature_K_rolling_min,Process_temperature_K_rolling_max,Process_temperature_K_change,Rotational_speed_rpm_rolling_mean,Rotational_speed_rpm_rolling_std,Rotational_speed_rpm_rolling_min,Rotational_speed_rpm_rolling_max,Rotational_speed_rpm_change,Torque_Nm_rolling_mean,Torque_Nm_rolling_std,Torque_Nm_rolling_min,Torque_Nm_rolling_max,Torque_Nm_change,temperature_difference,power_consumption,load_signal,ambient_temperature,load_density,humidity,maintenance_due,shift_Morning,shift_Night,ambient_difference,load_stress,load_density_interaction,temperature_humidity_interaction,torque_speed_ratio,maintenance_load_interaction,rpm_std_10,torque_std_10,load_density_mean_10,Type_L,Type_M,Machine_Status_Code,Predicted_Status_Code,Critical_Class_Probability,Critical_Alert,Prediction_Status,Probability_Class_0,Probability_Class_1,Probability_Class_2,Alert_Level,Recommended_Action
81,1805,303.4,311.8,2268.0,15.8,303.49,0.0994428926133283,303.3,303.6,0.0999999999999659,311.96,0.1505545305779106,311.8,312.2,0.0,1688.6,255.429572811498,1405.0,2268.0,576.0,32.95,9.594124359326646,15.8,45.6,-14.8,8.400000000000034,3752.569592859936,35834.4,303.4,0.158,60.38419123175422,0.0,0.0,0.0,0.0,35834.4,2.4964,18827.79082606097,0.0069664902998205,0.0,255.429572811498,9.594124359326646,0.3295,1.0,0.0,1,2,0.4051237936253785,True,CRITICAL,0.0004183966841808551,0.5944578096904408,0.4051237936253785,CRITICAL,Schedule immediate inspection and preventive maintenance
82,1756,302.6,310.2,2157.0,17.2,302.62,0.0421637021446183,302.6,302.7,0.0,310.33,0.1251665557209489,310.2,310.5,0.0,1700.2,426.0922696109613,1325.0,2676.0,832.0,37.71,18.294653135092062,10.8,66.8,-45.2,7.599999999999966,3885.1448028414247,37100.4,302.6,0.172,68.5978070247456,0.0,0.0,0.0,0.0,37100.4,2.9584,21279.039739076085,0.0079740380157589,0.0,426.0922696109613,18.294653135092062,0.3771,0.0,1.0,1,2,0.4006022422630193,True,CRITICAL,0.0005073981455454797,0.5988903595914352,0.4006022422630193,CRITICAL,Schedule immediate inspection and preventive maintenance
83,1097,299.2,309.1,1345.0,60.7,299.41,0.1100504934617109,299.2,299.5,-0.1000000000000227,309.22,0.1135292424498238,309.1,309.4,0.0,1515.5,215.67684159408373,1293.0,1972.0,52.0,42.34,12.387466784348366,19.3,60.7,7.0,9.900000000000034,8549.477887601703,81641.5,299.2,0.607,80.75383826394031,0.0,0.0,1.0,0.0,81641.5,36.8449,24961.01140738395,0.04513011152413,0.0,215.67684159408373,12.387466784348366,0.4234,1.0,0.0,2,2,0.39733101574677354,True,CRITICAL,0.5079242724978408,0.09474471175538568,0.39733101574677354,CRITICAL,Schedule immediate inspection and preventive maintenance
84,1614,297.9,308.5,2129.0,18.7,298.05,0.0707106781186732,297.9,298.1,-0.1000000000000227,308.46,0.0843274042733277,308.3,308.6,0.0,1539.9,246.46678838695087,1335.0,2129.0,416.0,39.190000000000005,10.632492129735564,18.7,51.1,-6.600000000000001,10.600000000000025,4169.13430675043,39812.3,297.9,0.187,37.27432707361373,1.0,0.0,0.0,0.0,39812.3,3.4969,11499.129902209836,0.0087834664161536,0.187,246.46678838695087,10.632492129735564,0.3918999999999999,0.0,0.0,1,2,0.393515494357654,True,CRITICAL,0.00015914905555038285,0.6063253565867956,0.393515494357654,CRITICAL,Schedule immediate inspection and preventive maintenance
85,50,297.5,308.3,2564.0,12.8,297.4,0.0666666666674126,297.3,297.5,0.1999999999999886,308.26000000000005,0.0699205898812459,308.2,308.4,0.1000000000000227,1628.2,356.8048953326357,1401.0,2564.0,810.0,38.7,12.929810516786388,12.8,53.9,-14.0,10.800000000000011,3436.8185872231384,32819.200000000004,297.5,0.128,74.42908825542355,0.0,1.0,0.0,0.0,32819.200000000004,1.6384,22946.487909147083,0.0049921996879855,0.0,356.8048953326357,12.929810516786388,0.387,1.0,0.0,2,2,0.3930058523892782,True,CRITICAL,0.00046060937143295455,0.6065335382392888,0.3930058523892782,CRITICAL,Schedule immediate inspection and preventive maintenance
86,608,299.0,310.2,1377.0,62.5,298.96,0.0516397780126059,298.9,299.0,0.0,310.14,0.0516397781002898,310.1,310.2,0.0,1501.5,88.39086177000169,1377.0,1637.0,-248.0,41.67,8.113644201111022,31.8,62.5,30.7,11.199999999999989,9012.44392498572,86062.5,299.0,0.625,53.54170422969948,0.0,1.0,0.0,0.0,86062.5,39.0625,16608.636652052777,0.0453885257806496,0.0,88.39086177000169,8.113644201111022,0.4166999999999999,1.0,0.0,2,2,0.3897347518330558,True,CRITICAL,0.5537204558476989,0.05654479231924536,0.3897347518330558,CRITICAL,Schedule immediate inspection and preventive maintenance
87,430,297.7,309.0,1874.0,24.4,297.8,0.0666666666670645,297.7,297.9,-0.1000000000000227,309.1,0.0942809041585369,309.0,309.2,0.0,1497.4,166.46734748225455,1295.0,1874.0,464.0,41.86,10.010017205002388,24.4,61.2,-24.4,11.300000000000011,4788.373634699515,45725.6,297.7,0.244,71.5822951959944,0.0,0.0,0.0,0.0,45725.6,5.9536,22118.92921556227,0.0130202774813164,0.0,166.46734748225455,10.010017205002388,0.4185999999999999,1.0,0.0,1,2,0.3795760532518069,True,CRITICAL,0.00035575875300552996,0.6200681879951876,0.3795760532518069,CRITICAL,Schedule immediate inspection and preventive maintenance
88,399,298.1,309.9,1629.0,32.5,297.93,0.0823272602350192,297.8,298.1,0.1000000000000227,309.82,0.0788810637763324,309.7,309.9,0.0,1637.0,267.46962444359906,1336.0,2194.0,226.0,37.53,15.762899479473909,16.8,71.6,-15.200000000000005,11.799999999999956,5544.125635422587,52942.5,298.1,0.325,78.43786152682935,0.0,0.0,0.0,0.0,52942.5,10.5625,24307.893287164414,0.0199508901166237,0.0,267.46962444359906,15.762899479473909,0.3753,1.0,0.0,1,2,0.37855253366575514,True,CRITICAL,0.0014503083523324375,0.6199971579819125,0.37855253366575514,CRITICAL,Schedule immediate inspection and preventive maintenance
89,552,299.1,310.1,1894.0,20.1,299.04,0.0699205899214201,298.9,299.1,0.0,310.1,0.0666666667846139,310.0,310.2,-0.0999999999999659,1564.7,168.7556089602757,1336.0,1894.0,398.0,38.61,11.639153271990692,20.1,61.3,-24.9,11.0,3986.618245552376,38069.4,299.1,0.201,55.08926225813795,1.0,0.0,0.0,0.0,38069.4,4.040100000000001,17083.18022624858,0.0106124604012615,0.201,168.7556089602757,11.639153271990692,0.3860999999999999,1.0,0.0,1,2,0.36452891686267785,True,CRITICAL,0.00042248702171780104,0.6350485961156044,0.36452891686267785,CRITICAL,Schedule immediate inspection and preventive maintenance
90,1895,302.9,311.2,2102.0,17.8,302.82000000000005,0.0632455532117292,302.7,302.9,0.0999999999999659,311.09000000000003,0.0994428926374984,310.9,311.2,0.0999999999999659,1595.9,200.52622438640068,1395.0,2102.0,646.0,34.32000000000001,7.711146333573171,17.8,48.3,-18.3,8.300000000000011,3918.152469655142,37415.6,302.9,0.178,84.73768440309857,0.0,1.0,0.0,0.0,37415.6,3.1684,26370.36738624428,0.0084681255946677,0.0,200.52622438640068,7.711146333573171,0.3431999999999999,0.0,0.0,1,2,0.35943149098865484,True,CRITICAL,0.00039956176968256453,0.6401689472416626,0.35943149098865484,CRITICAL,Schedule immediate inspection and preventive maintenance
91,778,297.7,308.2,2007.0,19.3,297.72,0.0421637022924883,297.7,297.8,0.0,308.2,0.0666666667651432,308.1,308.3,0.0999999999999659,1597.5,190.022367104502,1370.0,2007.0,310.0,37.41,10.776460973395402,19.3,53.4,-9.8,10.5,4056.330186535533,38735.1,297.7,0.193,73.8787513519525,0.0,1.0,0.0,0.0,38735.1,3.7249,22769.43116667176,0.0096163428001945,0.0,190.022367104502,10.776460973395402,0.3740999999999999,1.0,0.0,2,2,0.3549720228785412,True,CRITICAL,0.00017763525770043964,0.6448503418637583,0.3549720228785412,CRITICAL,Schedule immediate inspection and preventive maintenance
92,1127,297.9,307.6,1977.0,20.2,297.91,0.0567646212239347,297.8,298.0,0.0,307.59000000000003,0.0316227765959879,307.5,307.6,0.0,1621.5,209.1863868525974,1388.0,1977.0,473.0,34.529999999999994,10.052644759796628,20.2,52.4,-22.2,9.700000000000044,4182.025308605661,39935.4,297.9,0.2019999999999999,56.4941379062424,0.0,1.0,0.0,0.0,39935.4,4.080399999999998,17377.596819960163,0.010217501264537,0.0,209.1863868525974,10.052644759796628,0.3453,1.0,0.0,2,2,0.3229470597459657,True,CRITICAL,0.0005528898605864452,0.676500050393448,0.3229470597459657,CRITICAL,Schedule immediate inspection and preventive maintenance
93,1032,303.4,311.8,1693.0,28.3,303.45,0.0707106781347313,303.4,303.6,-0.1000000000000227,311.74,0.0699205899483077,311.6,311.8,0.0,1665.2,185.7619743411153,1446.0,1959.0,242.0,34.06,9.659790657957226,22.3,50.0,-16.900000000000002,8.400000000000034,5017.322435317627,47911.9,303.4,0.283,61.68012007627139,0.0,0.0,0.0,0.0,47911.9,8.008899999999999,19231.86143978142,0.0167158889545087,0.0,185.7619743411153,9.659790657957226,0.3406,0.0,0.0,1,2,0.3145630155688931,True,CRITICAL,0.00012295287536545063,0.6853140315557414,0.3145630155688931,CRITICAL,Schedule immediate inspection and preventive maintenance
94,1543,302.4,310.2,2224.0,16.0,302.43,0.0674948557754903,302.3,302.5,-0.1000000000000227,310.19,0.0737864787633207,310.1,310.3,-0.1000000000000227,1525.3,263.6007292183452,1321.0,2224.0,819.0,43.06,13.324263581901986,16.0,57.4,-41.4,7.800000000000011,3726.347766177973,35584.0,302.4,0.16,52.43489476808183,0.0,0.0,0.0,0.0,35584.0,2.56,16265.304357058983,0.0071942446043133,0.0,263.6007292183452,13.324263581901986,0.4306,1.0,0.0,2,2,0.31151563611404326,True,CRITICAL,0.00026013614056620397,0.6882242277453904,0.31151563611404326,CRITICAL,Schedule immediate inspection and preventive maintenance
95,1711,302.1,310.1,1844.0,24.6,302.05000000000007,0.052704627672758,302.0,302.1,0.0,309.96,0.1349897115533356,309.8,310.1,0.0,1514.2,159.51370543693568,1280.0,1844.0,397.0,42.690000000000005,11.543295312286975,24.6,58.1,-22.0,8.0,4750.339419640054,45362.4,302.1,0.246,77.82922221137288,0.0,0.0,0.0,0.0,45362.4,6.0516000000000005,24134.84180774673,0.0133405639913159,0.0,159.51370543693568,11.543295312286975,0.4268999999999999,0.0,0.0,1,2,0.31074788903177974,True,CRITICAL,0.00016303787467273912,0.6890890730935475,0.31074788903177974,CRITICAL,Schedule immediate inspection and preventive maintenance
96,895,302.3,311.4,1909.0,23.2,302.26,0.0516397779515006,302.2,302.3,0.0,311.37,0.0674948558273322,311.3,311.5,0.0,1588.1,151.23892062266944,1384.0,1909.0,425.0,35.41,7.2887203571302495,23.2,50.8,-16.3,9.099999999999966,4637.912290543588,44288.8,302.3,0.2319999999999999,83.16013204857083,0.0,1.0,0.0,0.0,44288.8,5.382399999999998,25896.065119924955,0.0121529596647395,0.0,151.23892062266944,7.2887203571302495,0.3540999999999999,0.0,1.0,1,2,0.30826420409100846,True,CRITICAL,0.0005645064110216597,0.6911712894979699,0.30826420409100846,CRITICAL,Schedule immediate inspection and preventive maintenance
97,362,298.4,310.1,1926.0,23.7,298.22,0.1398411797561415,298.0,298.4,0.0,310.02,0.103279555900474,309.9,310.2,-0.0999999999999659,1555.4,181.34264681964768,1389.0,1926.0,201.0,38.73,8.951480324504935,23.7,49.6,-8.3,11.700000000000044,4780.058886143013,45646.2,298.4,0.237,80.13880238822725,0.0,0.0,0.0,0.0,45646.2,5.616899999999999,24851.04262058928,0.0123052959501493,0.0,181.34264681964768,8.951480324504935,0.3873,1.0,0.0,1,2,0.29974058054877434,True,CRITICAL,0.00043879127939323116,0.6998206281718325,0.29974058054877434,CRITICAL,Schedule immediate inspection and preventive maintenance
98,1353,299.6,310.7,1922.0,23.3,299.71,0.0737864787519443,299.6,299.8,0.0,310.89,0.1370320319982168,310.7,311.1,-0.1000000000000227,1576.0,206.6483862882883,1384.0,1948.0,319.0,37.77,9.690436293354342,20.0,48.2,-12.099999999999998,11.099999999999966,4689.622905621675,44782.6,299.6,0.233,63.1168163695889,1.0,0.0,0.0,0.0,44782.6,5.4289000000000005,19610.39484603127,0.0121227887617002,0.233,206.6483862882883,9.690436293354342,0.3777,1.0,0.0,2,2,0.296021767260077,True,CRITICAL,0.00018446571408571125,0.7037937670258373,0.296021767260077,CRITICAL,Schedule immediate inspection and preventive maintenance
99,1373,298.1,308.9,2136.0,15.9,298.07000000000005,0.0483045892714382,298.0,298.1,0.1000000000000227,308.76,0.0843274043514841,308.6,308.9,0.0999999999999659,1495.0,232.3703939833971,1315.0,2136.0,725.0,45.43,11.46899685625933,15.9,56.8,-37.9,10.799999999999956,3556.534211275933,33962.4,298.1,0.159,46.75851195623059,0.0,0.0,0.0,0.0,33962.4,2.5281,14443.704343279627,0.0074438202247156,0.0,232.3703939833971,11.46899685625933,0.4542999999999999,1.0,0.0,1,2,0.2915616980082522,True,CRITICAL,0.00032946596485795886,0.7081088360268898,0.2915616980082522,CRITICAL,Schedule immediate inspection and preventive maintenance
100,1550,299.8,311.1,1300.0,64.2,299.86,0.0699205899203611,299.8,300.0,-0.0999999999999659,311.24,0.0699205899538696,311.1,311.3,-0.0999999999999659,1611.5,252.79734966964784,1300.0,2142.0,-279.0,37.46,14.459230039436246,16.6,64.2,28.700000000000003,11.300000000000011,8739.910762286805,83460.0,299.8,0.642,45.88813092745089,0.0,0.0,1.0,0.0,83460.0,41.2164,14275.797531529972,0.0493846153845774,0.0,252.79734966964784,14.459230039436246,0.3745999999999999,1.0,0.0,1,2,0.2868800232921497,True,CRITICAL,0.390988151056087,0.3221318256517634,0.2868800232921497,CRITICAL,Schedule immediate inspection and preventive maintenance
101,908,300.0,309.3,1887.0,22.6,299.95,0.0849836585609735,299.8,300.1,0.0,309.29,0.1100504934737618,309.1,309.5,0.0,1562.8,181.15358738435577,1364.0,1887.0,474.0,35.68,8.197126867926913,22.6,43.5,-18.1,9.300000000000011,4465.899620784035,42646.2,300.0,0.226,37.77453605355304,0.0,1.0,0.0,0.0,42646.2,5.107600000000001,11683.664001363955,0.0119766825649115,0.0,181.15358738435577,8.197126867926913,0.3568,1.0,0.0,1,2,0.28320001925145816,True,CRITICAL,0.00043967318761613467,0.7163603075609258,0.28320001925145816,CRITICAL,Schedule immediate inspection and preventive maintenance
102,1928,300.4,309.4,1875.0,23.9,300.3,0.0666666666686241,300.2,300.4,0.0,309.48,0.0788810637958118,309.4,309.6,0.0,1494.1,162.14222152172218,1320.0,1875.0,463.0,42.72,11.149270030913351,23.9,62.2,-27.700000000000003,9.0,4692.754026299753,44812.5,300.4,0.239,53.77486206608105,0.0,0.0,0.0,0.0,44812.5,5.7121,16637.942323245476,0.0127466666666598,0.0,162.14222152172218,11.149270030913351,0.4272,0.0,1.0,2,2,0.2792328112199335,True,CRITICAL,0.0002882162471437676,0.7204789725329228,0.2792328112199335,CRITICAL,Schedule immediate inspection and preventive maintenance
103,538,303.5,312.8,1877.0,22.3,303.48,0.0421637021656465,303.4,303.5,0.1000000000000227,312.93,0.1059349906203107,312.8,313.1,0.0,1562.2,180.1806500894733,1393.0,1897.0,428.0,39.53,10.329144312198505,22.3,51.9,-21.6,9.300000000000011,4383.265262019111,41857.1,303.5,0.223,58.300175717650646,0.0,1.0,0.0,0.0,41857.1,4.9729,18236.294964481123,0.0118806606286564,0.0,180.1806500894733,10.329144312198505,0.3953,1.0,0.0,1,2,0.27917049424432466,True,CRITICAL,0.0003416803567484092,0.7204878253989269,0.27917049424432466,CRITICAL,Schedule immediate inspection and preventive maintenance
104,1229,301.3,310.0,2068.0,17.8,301.13,0.0948683298076592,301.0,301.3,0.1000000000000227,309.79,0.1523883926880597,309.6,310.0,0.0,1628.9,235.8005041932197,1288.0,2068.0,443.0,35.870000000000005,12.389605858675807,17.8,58.4,-13.8,8.699999999999989,3854.776073856725,36810.4,301.3,0.178,72.33852223097145,1.0,1.0,0.0,0.0,36810.4,3.1684,22424.94189160115,0.0086073500967076,0.178,235.8005041932197,12.389605858675807,0.3586999999999999,0.0,1.0,2,2,0.2675941340976702,True,CRITICAL,0.00025910962456587866,0.7321467562777639,0.2675941340976702,CRITICAL,Schedule immediate inspection and preventive maintenance
105,338,297.1,307.9,1980.0,20.3,297.18,0.0632455533221736,297.1,297.3,-0.0999999999999659,307.89,0.0567646213257739,307.8,308.0,0.0,1605.4,173.90176026199472,1443.0,1980.0,348.0,35.760000000000005,8.691400603150694,20.3,48.2,-17.2,10.799999999999956,4209.105837279605,40194.0,297.1,0.203,77.49011304011768,0.0,1.0,0.0,0.0,40194.0,4.120900000000001,23859.205805052232,0.01025252525252,0.0,173.90176026199472,8.691400603150694,0.3576,0.0,1.0,2,2,0.26593711641243073,True,CRITICAL,0.00014813497090873545,0.7339147486166605,0.26593711641243073,CRITICAL,Schedule immediate inspection and preventive maintenance
106,451,301.8,310.7,2092.0,18.6,301.66,0.1173787790798119,301.5,301.8,0.0,310.54,0.1429840706159462,310.3,310.7,0.0,1529.6,271.790850962032,1270.0,2092.0,631.0,42.3,14.142135623730956,18.6,59.7,-25.6,8.899999999999977,4074.7713354121056,38911.2,301.8,0.186,46.74742814166964,1.0,0.0,1.0,0.0,38911.2,3.4596000000000005,14524.425923616756,0.0088910133843169,0.186,271.790850962032,14.142135623730956,0.4229999999999999,1.0,0.0,1,2,0.26111292999251934,True,CRITICAL,0.0004004993037769698,0.7384865707037037,0.26111292999251934,CRITICAL,Schedule immediate inspection and preventive maintenance
107,758,297.7,309.7,1616.0,31.1,297.58000000000004,0.078881063774627,297.5,297.7,0.0,309.55,0.1178511301986946,309.3,309.7,0.0999999999999659,1468.4,130.22220326128067,1278.0,1668.0,136.0,42.34,8.769669954514288,27.9,53.1,-16.799999999999997,12.0,5262.963564901814,50257.600000000006,297.7,0.311,58.6959880455596,1.0,1.0,0.0,0.0,50257.600000000006,9.6721,18178.147497709808,0.0192450495049385,0.311,130.22220326128067,8.769669954514288,0.4234,0.0,0.0,1,2,0.26105099487634664,True,CRITICAL,0.001192194153653109,0.7377568109700002,0.26105099487634664,CRITICAL,Schedule immediate inspection and preventive maintenance
108,799,301.8,310.9,1899.0,24.7,301.94,0.0843274042741157,301.8,302.0,0.0,310.98,0.0918936583830482,310.8,311.1,0.0999999999999659,1695.6,145.58632414405204,1546.0,1980.0,353.0,31.58,6.422495188355081,21.5,43.4,-18.7,9.099999999999966,4911.911529814178,46905.3,301.8,0.247,37.63366659148485,0.0,1.0,0.0,0.0,46905.3,6.100899999999999,11700.30694329264,0.0130068457082606,0.0,145.58632414405204,6.422495188355081,0.3157999999999999,1.0,0.0,1,2,0.2549789739546276,True,CRITICAL,0.0008088129252161807,0.7442122131201562,0.2549789739546276,CRITICAL,Schedule immediate inspection and preventive maintenance
109,1392,300.0,309.5,1879.0,22.4,299.98999999999995,0.0737864787770729,299.9,300.1,-0.1000000000000227,309.56000000000006,0.0516397780244697,309.5,309.6,-0.1000000000000227,1610.5,232.53207664033133,1321.0,2065.0,333.0,36.66,12.584664388762206,18.1,57.9,-14.300000000000004,9.5,4407.612605084431,42089.6,300.0,0.2239999999999999,55.66562807005552,0.0,0.0,1.0,0.0,42089.6,5.017599999999997,17228.511887682183,0.0119212346993017,0.0,232.53207664033133,12.584664388762206,0.3665999999999999,0.0,1.0,1,2,0.2519600006818732,True,CRITICAL,0.0003717635440248731,0.747668235774102,0.2519600006818732,CRITICAL,Schedule immediate inspection and preventive maintenance
110,1737,298.2,308.7,1991.0,20.5,298.23999999999995,0.0516397780493967,298.2,298.3,0.0,308.89,0.1370320319904386,308.7,309.1,-0.1000000000000227,1532.5,217.1657073399097,1302.0,1991.0,689.0,42.98,14.448821559021471,20.5,60.9,-39.9,10.5,4274.189165086474,40815.5,298.2,0.205,84.56896092241479,0.0,0.0,0.0,0.0,40815.5,4.2025,26106.438236749444,0.0102963335007482,0.0,217.1657073399097,14.448821559021471,0.4298,1.0,0.0,1,2,0.25053268170548304,True,CRITICAL,0.0002963179053917405,0.7491710003891253,0.25053268170548304,CRITICAL,Schedule immediate inspection and preventive maintenance
111,1467,301.9,310.4,1889.0,21.5,301.96,0.0516397779522979,301.9,302.0,-0.1000000000000227,310.43999999999994,0.0516397779968787,310.4,310.5,-0.1000000000000227,1539.6,246.7631342896335,1212.0,1889.0,626.0,39.86,13.156004121481756,21.5,60.6,-39.1,8.5,4253.035774552302,40613.5,301.9,0.215,78.03642796940423,1.0,0.0,1.0,0.0,40613.5,4.6225,24222.50724170307,0.0113816834303804,0.215,246.7631342896335,13.156004121481756,0.3986,1.0,0.0,1,2,0.25041331389667704,True,CRITICAL,0.0003689908366098892,0.749217695266713,0.25041331389667704,CRITICAL,Schedule immediate inspection and preventive maintenance
112,426,301.1,310.4,1874.0,24.8,301.09000000000003,0.0567646212558195,301.0,301.2,0.0,310.11,0.1197219000105907,310.0,310.4,0.1999999999999886,1566.4,201.7293015679911,1212.0,1874.0,24.0,39.540000000000006,12.708457376443816,24.8,67.9,-2.8999999999999986,9.299999999999956,4866.871563137212,46475.2,301.1,0.248,62.722761393331965,0.0,1.0,0.0,0.0,46475.2,6.1504,19469.14513649024,0.0132337246531412,0.0,201.7293015679911,12.708457376443816,0.3954,1.0,0.0,1,2,0.24955556760515354,True,CRITICAL,0.0007779171721245619,0.749666515222722,0.24955556760515354,CRITICAL,Schedule immediate inspection and preventive maintenance
113,406,301.2,309.9,1984.0,19.7,301.09,0.0737864787405508,301.0,301.2,0.0999999999999659,309.73,0.0948683298245852,309.6,309.9,0.0999999999999659,1566.6,184.80211638999447,1288.0,1984.0,465.0,38.16,10.929694516418229,19.7,58.4,-19.9,8.699999999999989,4092.9506849008776,39084.8,301.2,0.1969999999999999,52.34285054644448,0.0,1.0,0.0,0.0,39084.8,3.880899999999998,16221.049384343143,0.0099294354838659,0.0,184.80211638999447,10.929694516418229,0.3816,1.0,0.0,2,2,0.24947574556644223,True,CRITICAL,0.00022307092036955703,0.7503011835131881,0.24947574556644223,CRITICAL,Schedule immediate inspection and preventive maintenance
114,1941,301.0,310.9,1910.0,21.9,301.02,0.0421637021845449,301.0,301.1,0.0,310.92,0.0788810638390654,310.8,311.0,0.0,1611.8,226.32758951965164,1413.0,1975.0,460.0,36.48,12.262118722127816,19.7,56.0,-24.0,9.899999999999975,4380.322636900249,41829.0,301.0,0.2189999999999999,67.28426625871204,0.0,1.0,0.0,0.0,41829.0,4.796099999999997,20918.67837983357,0.0114659685863814,0.0,226.32758951965164,12.262118722127816,0.3647999999999999,0.0,1.0,1,2,0.2466963361889725,True,CRITICAL,0.00027152198529599447,0.7530321418257315,0.2466963361889725,CRITICAL,Schedule immediate inspection and preventive maintenance
115,618,297.9,309.8,2000.0,21.3,297.69,0.1370320319406583,297.5,297.9,0.0,309.65,0.0707106781203152,309.6,309.8,0.1000000000000227,1571.5,301.14420687327413,1278.0,2194.0,-194.0,39.25,12.807658299279778,16.8,53.1,4.5,11.900000000000034,4461.061568097506,42600.0,297.9,0.213,68.06519811434333,1.0,1.0,0.0,0.0,42600.0,4.5369,21086.598375823563,0.0106499999999946,0.213,301.14420687327413,12.807658299279778,0.3924999999999999,1.0,0.0,1,2,0.24445047317548443,True,CRITICAL,0.0006740374810895294,0.754875489343426,0.24445047317548443,CRITICAL,Schedule immediate inspection and preventive maintenance
116,1800,302.3,310.8,1721.0,28.4,302.38,0.0788810637760863,302.3,302.5,0.0,310.97,0.1159501809005107,310.8,311.1,0.0,1650.5,215.6500508797608,1432.0,2211.0,-2.0,33.300000000000004,8.723276652471677,15.4,44.5,2.099999999999998,8.5,5118.324639130539,48876.4,302.3,0.284,57.90073121579729,0.0,0.0,0.0,0.0,48876.4,8.065599999999998,17995.5472618698,0.0165020337013268,0.0,215.6500508797608,8.723276652471677,0.333,0.0,1.0,2,2,0.2430807359569206,True,CRITICAL,0.0002407212658612433,0.756678542777218,0.2430807359569206,CRITICAL,Schedule immediate inspection and preventive maintenance
117,112,301.3,310.1,1355.0,53.6,301.25,0.0707106781224465,301.1,301.3,0.0,310.0,0.1054092553592244,309.8,310.1,0.0,1602.0,245.1725016300858,1344.0,2068.0,-100.0,37.010000000000005,12.34345980671548,17.8,54.8,9.5,8.800000000000011,7605.58637483065,72628.0,301.3,0.536,82.93488706826992,0.0,1.0,0.0,0.0,72628.0,28.7296,25718.1084798705,0.0395571955719265,0.0,245.1725016300858,12.34345980671548,0.3701,1.0,0.0,1,2,0.23809371584060188,True,CRITICAL,0.2434457359608949,0.5184605481985033,0.23809371584060188,CRITICAL,Schedule immediate inspection and preventive maintenance
118,1444,302.5,311.5,1802.0,26.4,302.6,0.06666666666748,302.5,302.7,0.0,311.58000000000004,0.0632455532685224,311.5,311.7,0.0,1682.9,269.65922939888173,1227.0,2041.0,-183.0,35.239999999999995,16.96415829526084,18.8,68.2,7.599999999999998,9.0,4981.811966356549,47572.8,302.5,0.264,73.16906298917813,0.0,1.0,0.0,0.0,47572.8,6.9696,22792.163121128982,0.0146503884572615,0.0,269.65922939888173,16.96415829526084,0.3524,1.0,0.0,1,2,0.23793104279795943,True,CRITICAL,6.258181965098919e-05,0.7620063753823896,0.23793104279795943,CRITICAL,Schedule immediate inspection and preventive maintenance
119,207,301.0,311.6,1352.0,63.5,300.97,0.067494855803355,300.9,301.1,0.0,311.54,0.1074967700340225,311.4,311.7,0.0,1433.9,59.5491393724458,1352.0,1532.0,-102.0,45.28,6.723722513938295,40.0,63.5,23.5,10.600000000000025,8990.40041653303,85852.0,301.0,0.635,53.102792508624574,0.0,1.0,0.0,0.0,85852.0,40.3225,16546.830145687418,0.046967455621267,0.0,59.5491393724458,6.723722513938295,0.4528,1.0,0.0,0,2,0.23641601339923246,True,CRITICAL,0.7179156628537632,0.045668323747004295,0.23641601339923246,CRITICAL,Schedule immediate inspection and preventive maintenance
120,1062,298.7,309.7,1881.0,21.7,298.81,0.0994428926439294,298.6,298.9,-0.1000000000000227,309.75,0.0707106782046981,309.6,309.8,-0.1000000000000227,1611.0,214.22158828859205,1353.0,1953.0,247.0,38.38,13.936506815634388,20.6,62.5,-11.900000000000002,11.0,4274.419548547737,40817.7,298.7,0.217,70.50858037015007,0.0,0.0,0.0,0.0,40817.7,4.7089,21836.507340635475,0.0115364167995685,0.0,214.22158828859205,13.936506815634388,0.3838,1.0,0.0,1,2,0.23103603850391735,True,CRITICAL,0.00031485265071514866,0.7686491088453674,0.23103603850391735,CRITICAL,Schedule immediate inspection and preventive maintenance
121,122,303.7,312.4,1702.0,31.2,303.68,0.0632455532255349,303.6,303.8,-0.1000000000000227,312.42,0.0421637022885886,312.4,312.5,-0.1000000000000227,1551.7,162.389141673118,1316.0,1781.0,83.0,38.41,11.47900982953962,26.5,59.3,0.3000000000000007,8.699999999999989,5560.87032426622,53102.4,303.7,0.312,65.35143271922733,0.0,0.0,0.0,0.0,53102.4,9.7344,20415.787581486617,0.0183313748531032,0.0,162.389141673118,11.47900982953962,0.3841,1.0,0.0,1,2,0.23099343915429815,True,CRITICAL,0.0003179247605916769,0.7686886360851101,0.23099343915429815,CRITICAL,Schedule immediate inspection and preventive maintenance
