UDI,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,TWF,HDF,PWF,OSF,RNF,Air_temperature_K_rolling_mean,Air_temperature_K_rolling_std,Air_temperature_K_rolling_min,Air_temperature_K_rolling_max,Air_temperature_K_change,Process_temperature_K_rolling_mean,Process_temperature_K_rolling_std,Process_temperature_K_rolling_min,Process_temperature_K_rolling_max,Process_temperature_K_change,Rotational_speed_rpm_rolling_mean,Rotational_speed_rpm_rolling_std,Rotational_speed_rpm_rolling_min,Rotational_speed_rpm_rolling_max,Rotational_speed_rpm_change,Torque_Nm_rolling_mean,Torque_Nm_rolling_std,Torque_Nm_rolling_min,Torque_Nm_rolling_max,Torque_Nm_change,Tool_wear_min_rolling_mean,Tool_wear_min_rolling_std,Tool_wear_min_rolling_min,Tool_wear_min_rolling_max,Tool_wear_min_change,temperature_difference,power_consumption,load_signal,tool_wear_change,ambient_temperature,load_density,humidity,vibration_level,maintenance_due,shift_Morning,shift_Night
4255,L,302.6,311.0,1284,68.0,114,1,0,1,1,0,0,302.58000000000004,0.0421637021419331,302.5,302.6,0.0,310.99,0.0567646212772419,310.9,311.1,0.0,1432.9,119.68426054507653,1284.0,1660.0,-45.0,49.37,10.893122192976165,35.5,68.0,19.4,99.5,8.566731517256745,88.0,114.0,3.0,8.399999999999977,9143.291259007734,87312.0,3.0,302.6,0.68,75.85636410850725,1.284,0,True,False
4256,M,302.5,311.0,1387,52.1,116,0,0,0,0,0,0,302.57000000000005,0.0483045891594172,302.5,302.6,-0.1000000000000227,310.98,0.0421637022125813,310.9,311.0,0.0,1419.6,116.27094793340646,1284.0,1660.0,103.0,50.28,10.679866832294966,35.5,68.0,-15.9,102.3,8.957306142653158,91.0,116.0,2.0,8.5,7567.332248285438,72262.7,2.0,302.5,0.521,80.79960006810387,1.387,0,False,False
4257,M,302.6,311.0,1591,33.9,119,0,0,0,0,0,0,302.57000000000005,0.0483045891594172,302.5,302.6,0.1000000000000227,310.98,0.0421637022125813,310.9,311.0,0.0,1425.0,123.3666621633774,1284.0,1660.0,204.0,50.12,10.934837294933349,33.9,68.0,-18.200000000000003,105.1,9.39799032890056,93.0,119.0,3.0,8.399999999999977,5648.049520403338,53934.9,3.0,302.6,0.3389999999999999,49.89250056430514,1.591,0,False,True
4258,M,302.6,311.0,1589,39.0,122,0,0,0,0,0,0,302.57000000000005,0.0483045891594172,302.5,302.6,0.0,310.98,0.0421637022125813,310.9,311.0,0.0,1447.0,131.61138079799574,1284.0,1660.0,-2.0,48.02,10.84269339232642,33.9,68.0,5.100000000000001,108.0,9.71825315807005,95.0,122.0,3.0,8.399999999999977,6489.587944520436,61971.0,3.0,302.6,0.39,82.48996767310015,1.589,0,False,False
4259,M,302.7,311.1,1297,60.7,125,1,0,1,0,0,0,302.58000000000004,0.063245553207601,302.5,302.7,0.0999999999999659,310.99,0.0567646212772419,310.9,311.1,0.1000000000000227,1426.1,137.65694073795513,1284.0,1660.0,-292.0,50.370000000000005,10.783531682874314,33.9,68.0,21.700000000000003,111.0,9.888264649455936,97.0,125.0,3.0,8.400000000000034,8244.366409085063,78727.90000000001,3.0,302.7,0.607,42.583348017881015,1.297,1,True,False
4260,L,302.7,311.2,1545,35.1,128,0,0,0,0,0,0,302.6,0.0666666666708123,302.5,302.7,0.0,311.02,0.0788810638166522,310.9,311.2,0.0999999999999659,1447.6,137.7696951034166,1284.0,1660.0,248.0,48.19,11.496709674221242,33.9,68.0,-25.6,114.1,9.870832453914106,99.0,128.0,3.0,8.5,5678.89996026159,54229.5,3.0,302.7,0.351,39.098438879674525,1.545,0,False,False
4261,H,302.7,311.1,1418,43.4,130,0,0,0,0,0,0,302.61,0.0737864787410644,302.5,302.7,0.0,311.03000000000003,0.0823272602752956,310.9,311.2,-0.0999999999999659,1423.4,115.82093458821878,1284.0,1591.0,-127.0,48.73,11.084328276144303,33.9,68.0,8.299999999999997,117.2,9.46103118645268,101.0,130.0,2.0,8.400000000000034,6444.5793937700055,61541.2,2.0,302.7,0.434,56.58077586861746,1.418,0,True,False
4262,L,302.7,311.1,1730,28.1,135,0,0,0,0,0,0,302.63,0.0674948557753327,302.5,302.7,0.0,311.05,0.0707106781662078,311.0,311.2,0.0,1460.8,147.6495851670415,1284.0,1730.0,312.0,45.99,12.518648311840815,28.1,68.0,-15.299999999999995,120.6,9.094564921481377,106.0,135.0,5.0,8.400000000000034,5090.741455632021,48613.0,5.0,302.7,0.281,76.41614843209213,1.73,0,False,True
4263,L,302.6,311.0,2001,20.7,137,0,0,0,0,0,0,302.63,0.0674948557753327,302.5,302.7,-0.0999999999999659,311.05,0.0707106781662078,311.0,311.2,-0.1000000000000227,1517.1,225.04392163901232,1284.0,2001.0,271.0,42.96,14.65576867842678,20.7,68.0,-7.400000000000002,123.7,8.844960900607202,111.0,137.0,2.0,8.399999999999977,4337.565560884891,41420.7,2.0,302.6,0.207,58.67105653167228,2.001,0,False,False
4264,L,302.6,311.0,1620,36.2,139,0,0,0,0,0,0,302.63,0.0674948557753327,302.5,302.7,0.0,311.05,0.0707106781662078,311.0,311.2,0.0,1546.2,216.67733307078015,1284.0,2001.0,-381.0,41.720000000000006,14.650127037750297,20.7,68.0,15.500000000000004,126.5,8.80971685759852,114.0,139.0,2.0,8.399999999999977,6141.185319237327,58644.00000000001,2.0,302.6,0.362,76.4643338765257,1.62,0,True,False
4265,M,302.6,311.0,1542,39.7,141,0,0,0,0,0,0,302.63,0.0674948557753327,302.5,302.7,0.0,311.05,0.0707106781662078,311.0,311.2,0.0,1572.0,196.39925322328935,1297.0,2001.0,-78.0,38.89,11.377311730906506,20.7,60.7,3.5,129.2,8.689712947564082,116.0,141.0,2.0,8.399999999999977,6410.671137062261,61217.4,2.0,302.6,0.397,71.48434028971526,1.542,1,False,False
4266,L,302.6,311.0,1424,38.0,144,0,0,0,0,0,0,302.64,0.0516397779550961,302.6,302.7,0.0,311.05,0.0707106781662078,311.0,311.2,0.0,1575.7,192.8430853195277,1297.0,2001.0,-118.0,37.48,10.389075458811996,20.7,60.7,-1.7000000000000028,132.0,8.47217668475682,119.0,144.0,3.0,8.399999999999977,5666.59538903503,54112.0,3.0,302.6,0.38,45.47141930694668,1.424,0,False,False
4267,L,302.7,311.1,1440,39.5,146,0,0,0,0,0,0,302.65,0.0527046276750987,302.6,302.7,0.0999999999999659,311.06,0.0699205899263463,311.0,311.2,0.1000000000000227,1560.6,197.3706045883091,1297.0,2001.0,16.0,38.040000000000006,10.32539480009256,20.7,60.7,1.5,134.7,8.16564619474444,122.0,146.0,2.0,8.400000000000034,5956.459671206248,56880.0,2.0,302.7,0.395,82.44408124497319,1.44,1,False,False
4268,L,302.6,311.0,1520,42.8,148,0,0,0,0,0,0,302.65,0.0527046276750987,302.6,302.7,-0.0999999999999659,311.06,0.0699205899263463,311.0,311.2,-0.1000000000000227,1553.7,197.4735143984834,1297.0,2001.0,80.0,38.42,10.434004238280004,20.7,60.7,3.299999999999997,137.3,7.8038452060489725,125.0,148.0,2.0,8.399999999999977,6812.648389064586,65055.99999999999,2.0,302.6,0.428,38.03905843147017,1.52,0,True,False
4269,L,302.7,311.0,1694,29.8,150,0,0,0,0,0,0,302.65000000000003,0.0527046276750987,302.6,302.7,0.0999999999999659,311.05,0.0707106781662078,311.0,311.2,0.0,1593.4,179.19275779016138,1418.0,2001.0,174.0,35.33,7.166596898885284,20.7,43.4,-12.999999999999996,139.8,7.420691791649005,128.0,150.0,2.0,8.300000000000011,5286.378902146569,50481.2,2.0,302.7,0.298,79.91398537718975,1.694,0,False,True
4270,L,302.6,311.0,1610,39.2,152,0,0,0,0,0,0,302.64,0.0516397779550961,302.6,302.7,-0.0999999999999659,311.03000000000003,0.0483045892228823,311.0,311.1,0.0,1599.9,178.41926278665176,1418.0,2001.0,-84.0,35.739999999999995,7.268531870712032,20.7,43.4,9.400000000000002,142.2,7.05218642218993,130.0,152.0,2.0,8.399999999999977,6609.073185111967,63112.00000000001,2.0,302.6,0.392,50.2221724495187,1.61,0,False,True
4271,L,302.6,310.9,1331,52.0,154,1,0,1,0,0,0,302.63,0.0483045891599373,302.6,302.7,0.0,311.01,0.0567646212778062,310.9,311.1,-0.1000000000000227,1591.2,190.0185955812369,1331.0,2001.0,-279.0,36.6,8.652552609875743,20.7,52.0,12.799999999999995,144.6,6.501281924871418,135.0,154.0,2.0,8.299999999999955,7247.863691341891,69212.0,2.0,302.6,0.52,60.00740415821997,1.331,0,False,False
4272,L,302.6,310.8,1470,41.2,156,0,0,0,0,0,0,302.62,0.042163702142334,302.6,302.7,0.0,310.98,0.078881063815784,310.8,311.1,-0.0999999999999659,1565.2,186.67488077165123,1331.0,2001.0,139.0,37.91,8.202635077962624,20.7,52.0,-10.799999999999995,146.7,6.447221623821037,137.0,156.0,2.0,8.199999999999989,6342.247249067075,60564.00000000001,2.0,302.6,0.412,56.11759363503673,1.47,0,False,True
4273,L,302.5,310.8,1577,36.9,158,0,0,0,0,0,0,302.61,0.0567646212247102,302.5,302.7,-0.1000000000000227,310.96,0.0966091783411587,310.8,311.1,0.0,1522.8,108.45767223514396,1331.0,1694.0,107.0,39.53,5.61882747752791,29.8,52.0,-4.300000000000004,148.8,6.356099432828649,139.0,158.0,2.0,8.300000000000011,6093.778686094657,58191.3,2.0,302.5,0.369,43.59172784584581,1.577,0,True,False
4274,L,302.6,310.8,1486,36.4,160,0,0,0,0,0,0,302.61,0.0567646212247102,302.5,302.7,0.1000000000000227,310.94,0.1074967700068612,310.8,311.1,0.0,1509.4,103.26793629518296,1331.0,1694.0,-91.0,39.55,5.605998771157791,29.8,52.0,-0.5,150.9,6.226288353961537,141.0,160.0,2.0,8.199999999999989,5664.333442324444,54090.4,2.0,302.6,0.364,52.90734332008466,1.486,0,False,False
4275,L,302.4,310.6,1445,40.3,162,0,0,0,0,0,0,302.59000000000003,0.0875595035802291,302.4,302.7,-0.2000000000000454,310.9,0.1490711985208345,310.6,311.1,-0.1999999999999886,1499.7,104.41482440513369,1331.0,1694.0,-41.0,39.61,5.610991197838636,29.8,52.0,3.899999999999999,153.0,6.055300708196313,144.0,162.0,2.0,8.200000000000045,6098.197859760707,58233.49999999999,2.0,302.4,0.4029999999999999,44.64672181463976,1.445,0,False,False
4276,M,302.4,310.5,1500,36.7,164,0,0,0,0,0,0,302.57,0.1059349905496741,302.4,302.7,0.0,310.85,0.1900292375324363,310.5,311.1,-0.1000000000000227,1507.3,101.00280524156732,1331.0,1694.0,55.0,39.48,5.66721565968102,29.8,52.0,-3.5999999999999943,155.0,6.0553007081967625,146.0,164.0,2.0,8.100000000000023,5764.82251933727,55050.00000000001,2.0,302.4,0.367,45.19432377302619,1.5,0,False,False
4277,M,302.2,310.4,1456,47.5,167,0,0,0,0,0,0,302.52,0.1475729574762499,302.2,302.7,-0.1999999999999886,310.78000000000003,0.2149935399681494,310.4,311.0,-0.1000000000000227,1508.9,99.93937050920964,1331.0,1694.0,-44.0,40.28,6.20909726843518,29.8,52.0,10.799999999999995,157.1,6.226288353962892,148.0,167.0,3.0,8.199999999999989,7242.418264075669,69160.0,3.0,302.2,0.475,44.352841801319016,1.456,0,False,False
4278,L,302.2,310.4,1743,28.1,170,0,0,0,0,0,0,302.48,0.175119007155573,302.2,302.7,0.0,310.72,0.2299758441543456,310.4,311.0,0.0,1531.2,124.5425407017364,1331.0,1743.0,287.0,38.81,7.20623958031437,28.1,52.0,-19.4,159.3,6.532823109331146,150.0,170.0,3.0,8.199999999999989,5128.995582177233,48978.3,3.0,302.2,0.281,59.45086901732971,1.743,0,True,False
4279,L,302.0,310.1,1409,50.4,172,0,0,0,0,0,0,302.41,0.2131770260719698,302.0,302.6,-0.1999999999999886,310.63,0.2790858091953114,310.1,311.0,-0.2999999999999545,1502.7,115.4239047068548,1331.0,1743.0,-334.0,40.870000000000005,7.288354485829522,28.1,52.0,22.3,161.5,6.753599863121185,152.0,172.0,2.0,8.100000000000023,7436.526802165471,71013.59999999999,2.0,302.0,0.504,74.89656837556578,1.409,0,True,False
4280,L,302.0,310.1,1361,45.4,174,1,0,1,0,0,0,302.35,0.2368778400600584,302.0,302.6,0.0,310.54,0.2913569784541043,310.1,310.9,0.0,1477.8,116.55690074427396,1331.0,1743.0,-48.0,41.49,7.393458069281406,28.1,52.0,-5.0,163.7,6.896859188551852,154.0,174.0,2.0,8.100000000000023,6470.570836990706,61789.4,2.0,302.0,0.4539999999999999,63.44850168806205,1.361,0,True,False
4281,L,302.1,310.1,1753,28.9,176,0,0,0,0,0,0,302.3,0.2309401076766615,302.0,302.6,0.1000000000000227,310.46,0.2913569784536647,310.1,310.8,0.0,1520.0,132.7679680244169,1361.0,1753.0,392.0,39.17999999999999,7.353427016629005,28.1,50.4,-16.5,165.9,6.967384333054689,156.0,176.0,2.0,8.0,5305.280817945667,50661.7,2.0,302.1,0.289,79.6603294275421,1.753,0,True,False
4282,L,302.0,310.0,1832,22.9,178,0,0,0,0,0,0,302.24,0.2221110833201941,302.0,302.6,-0.1000000000000227,310.38,0.2973961069835124,310.0,310.8,-0.1000000000000227,1556.2,163.43044731967854,1361.0,1832.0,79.0,37.35,8.907705777708587,22.9,50.4,-6.0,168.1,6.967384333055128,158.0,178.0,2.0,8.0,4393.286942584062,41952.8,2.0,302.0,0.2289999999999999,66.82722442883622,1.832,0,False,False
4283,L,301.9,309.9,1374,48.5,180,1,0,1,0,0,0,302.18,0.2250925735491276,301.9,302.6,-0.1000000000000227,310.29,0.2923088169191286,309.9,310.8,-0.1000000000000227,1535.9,172.893319709002,1361.0,1832.0,-458.0,38.510000000000005,9.573046653089223,22.9,50.4,25.6,170.3,6.896859188553176,160.0,180.0,2.0,8.0,6978.419761419008,66639.0,2.0,301.9,0.485,69.46700578163022,1.374,0,True,False
4284,M,301.8,309.9,1334,61.0,182,1,0,1,0,0,0,302.1,0.2000000000006307,301.8,302.4,-0.0999999999999659,310.2,0.2538591035365227,309.9,310.6,0.0,1520.7,184.0869661630349,1334.0,1832.0,-40.0,40.970000000000006,11.858522486193454,22.9,61.0,12.5,172.5,6.753599863123436,162.0,182.0,2.0,8.099999999999966,8521.465353107193,81374.0,2.0,301.8,0.61,68.38036148635015,1.334,0,True,False
4285,L,301.8,310.0,1493,40.3,185,0,0,0,0,0,0,302.04,0.1897366596106785,301.8,302.4,0.0,310.14,0.2170509412899052,309.9,310.5,0.1000000000000227,1525.5,182.5128610384585,1334.0,1832.0,159.0,40.97,11.858522486193454,22.9,61.0,-20.700000000000003,174.8,6.6965994687244565,164.0,185.0,3.0,8.199999999999989,6300.767754064177,60167.9,3.0,301.8,0.4029999999999999,57.472959659187055,1.493,0,False,False
4286,L,301.7,309.9,1317,49.0,187,1,0,1,0,0,0,301.97,0.1702938636597953,301.7,302.2,-0.1000000000000227,310.08000000000004,0.1873795909768041,309.9,310.4,-0.1000000000000227,1507.2,194.15675225045285,1317.0,1832.0,-176.0,42.2,12.003425437025143,22.9,61.0,8.700000000000003,177.1,6.522610247786327,167.0,187.0,2.0,8.199999999999989,6757.879957137005,64533.0,2.0,301.7,0.49,69.46694111000414,1.317,0,False,False
4287,M,301.7,309.9,1434,47.9,189,0,0,0,0,0,0,301.92,0.16865480854277,301.7,302.2,0.0,310.03,0.1567021236579599,309.9,310.4,0.0,1505.0,194.9244868033641,1317.0,1832.0,117.0,42.24,12.023698820801084,22.9,61.0,-1.1000000000000014,179.3,6.447221623828024,170.0,189.0,2.0,8.199999999999989,7193.053371512262,68688.59999999999,2.0,301.7,0.479,38.48538732344806,1.434,0,False,True
4288,M,301.7,309.9,1457,39.2,192,0,0,0,0,0,0,301.87,0.1494434118101483,301.7,302.1,0.0,309.98,0.0918936583646514,309.9,310.1,0.0,1476.4,176.20707515117755,1317.0,1832.0,23.0,43.35,11.045889129747168,22.9,61.0,-8.699999999999996,181.5,6.670832032070304,172.0,192.0,3.0,8.199999999999989,5981.005981806297,57114.4,3.0,301.7,0.392,77.99257359578316,1.457,0,False,False
4289,M,301.7,310.0,1391,50.6,195,0,0,0,0,0,0,301.84000000000003,0.1505545305421722,301.7,302.1,0.0,309.97,0.0823272602540514,309.9,310.1,0.1000000000000227,1474.6,177.06194772828164,1317.0,1832.0,-66.0,43.370000000000005,11.060244120271484,22.9,61.0,11.4,183.8,6.988880056528817,174.0,195.0,3.0,8.300000000000011,7370.658076195205,70384.6,3.0,301.7,0.506,73.89060717219587,1.391,0,True,False
4290,M,301.8,310.0,1781,23.9,198,0,0,0,0,0,0,301.82,0.1398411797563651,301.7,302.1,0.1000000000000227,309.96,0.0699205899003656,309.9,310.1,0.0,1516.6,195.92923892738912,1317.0,1832.0,390.0,41.22,12.603773685333742,22.9,61.0,-26.700000000000003,186.2,7.360555534597002,176.0,198.0,3.0,8.199999999999989,4457.490624447925,42565.9,3.0,301.8,0.239,47.261497911583945,1.781,0,False,True
4291,L,301.8,310.0,1642,32.6,201,0,0,0,0,0,0,301.79,0.0994428926015715,301.7,302.0,0.0,309.95,0.0527046276988081,309.9,310.0,0.0,1505.5,183.8182979647727,1317.0,1832.0,-139.0,41.59,12.251299250827786,22.9,61.0,8.700000000000003,188.7,7.746683878358999,178.0,201.0,3.0,8.199999999999989,5605.564715751291,53529.2,3.0,301.8,0.326,73.40162271270412,1.642,0,False,False
4292,L,301.8,310.0,2032,19.0,203,0,0,0,0,0,0,301.77,0.0674948557715513,301.7,301.9,0.0,309.95,0.0527046276988081,309.9,310.0,0.0,1525.5,228.6925398384849,1317.0,2032.0,390.0,41.2,12.954278572476875,19.0,61.0,-13.6,191.2,7.941452428037964,180.0,203.0,2.0,8.199999999999989,4043.0203056598248,38608.0,2.0,301.8,0.19,35.632130070000926,2.032,0,True,False
4293,M,301.8,310.1,2372,13.9,205,1,0,0,1,0,0,301.76,0.0516397779500371,301.7,301.8,0.0,309.97,0.0674948557944799,309.9,310.1,0.1000000000000227,1625.3,343.94962486451897,1317.0,2372.0,340.0,37.74,15.21185210434433,13.9,61.0,-5.1,193.7,7.95892231678229,182.0,205.0,2.0,8.300000000000011,3452.6941020992786,32970.8,2.0,301.8,0.139,45.862328624044025,2.372,0,False,False
4294,L,301.8,310.0,1393,44.9,208,0,0,0,0,0,0,301.76000000000005,0.0516397779500371,301.7,301.8,0.0,309.98,0.0632455532286369,309.9,310.1,-0.1000000000000227,1631.2,338.8660174431432,1317.0,2372.0,-979.0,36.13,13.194784323107909,13.9,50.6,31.0,196.3,7.958922316782771,185.0,208.0,3.0,8.199999999999989,6549.770387787704,62545.7,3.0,301.8,0.449,38.2568619335448,1.393,0,False,True
4295,M,301.7,310.1,1743,27.3,210,0,0,0,0,0,0,301.75,0.0527046276700176,301.7,301.8,-0.1000000000000227,309.98999999999995,0.0737864787591564,309.9,310.1,0.1000000000000227,1656.2,336.7527282740242,1317.0,2372.0,350.0,34.83,13.377431243204642,13.9,50.6,-17.599999999999998,198.8,7.941452428039368,187.0,210.0,2.0,8.400000000000034,4982.974355638378,47583.9,2.0,301.7,0.273,74.01134583089473,1.743,0,True,False
4296,L,301.8,310.2,1457,40.4,213,0,0,0,0,0,0,301.76000000000005,0.0516397779500371,301.7,301.8,0.1000000000000227,310.02000000000004,0.0918936583654013,309.9,310.2,0.0999999999999659,1670.2,323.74297075165947,1391.0,2372.0,-286.0,33.970000000000006,12.620270291171396,13.9,50.6,13.099999999999998,201.4,7.904991390826575,189.0,213.0,3.0,8.399999999999977,6164.098001657509,58862.8,3.0,301.8,0.4039999999999999,72.79370755891935,1.457,0,True,False
4297,L,301.8,310.2,2825,5.8,215,1,0,0,1,0,0,301.77,0.0483045891546632,301.7,301.8,0.0,310.05,0.0971825315984328,309.9,310.2,0.0,1809.3,474.6425672721158,1391.0,2825.0,1368.0,29.76,14.359294318779565,5.8,50.6,-34.6,204.0,7.644896627463679,192.0,215.0,2.0,8.399999999999977,1715.833187635625,16385.0,2.0,301.8,0.0579999999999999,75.68180119009153,2.825,0,True,False
4298,M,301.8,310.2,1609,34.2,217,0,0,0,0,0,0,301.78000000000003,0.042163702136444,301.7,301.8,0.0,310.08000000000004,0.0918936583665343,310.0,310.2,0.0,1824.5,464.430894273361,1391.0,2825.0,-1216.0,29.26,14.07836796096928,5.8,50.6,28.4,206.5,7.367345368444887,195.0,217.0,2.0,8.399999999999977,5762.497740773614,55027.8,2.0,301.8,0.342,35.22408466627644,1.609,0,True,False
4299,M,301.8,310.2,1437,42.3,0,0,0,0,0,0,0,301.79,0.0316227766029245,301.7,301.8,0.0,310.1,0.0942809041773654,310.0,310.2,0.0,1829.1,459.8655479835606,1393.0,2825.0,-172.0,28.43,12.873577591330312,5.8,44.9,8.099999999999994,187.0,65.99326564969506,0.0,217.0,-217.0,8.399999999999977,6365.40078692403,60785.1,-217.0,301.8,0.423,60.0616363339204,1.437,0,False,False
4300,L,301.7,310.1,1402,50.1,3,0,0,0,0,0,0,301.78000000000003,0.042163702136444,301.7,301.8,-0.1000000000000227,310.11,0.0875595035979264,310.0,310.2,-0.0999999999999659,1791.2,479.4700315046911,1393.0,2825.0,-35.0,31.049999999999997,14.422147320469824,5.8,50.1,7.800000000000004,167.5,87.6409975094105,0.0,217.0,3.0,8.400000000000034,7355.536543555927,70240.2,3.0,301.7,0.501,70.24180987586684,1.402,0,False,False
4301,M,301.7,310.1,1644,34.6,5,0,0,0,0,0,0,301.77,0.0483045891546632,301.7,301.8,0.0,310.12,0.0788810637980119,310.0,310.2,0.0,1791.4,479.4012932815246,1393.0,2825.0,242.0,31.25,14.459848623765872,5.8,50.1,-15.5,147.9,100.316665282162,0.0,217.0,2.0,8.400000000000034,5956.710998618536,56882.4,2.0,301.7,0.346,42.770056436950775,1.644,1,True,False
4302,L,301.7,310.2,1471,51.1,8,0,0,0,0,0,0,301.76,0.0516397779500275,301.7,301.8,0.0,310.14,0.069920589904858,310.0,310.2,0.0999999999999659,1735.3,480.9396011974878,1393.0,2825.0,-173.0,34.46,14.9914938844963,5.8,51.1,16.5,128.4,107.1366728373931,0.0,217.0,3.0,8.5,7871.585024810099,75168.1,3.0,301.7,0.511,67.48953637563123,1.471,0,False,True
4303,L,301.7,310.1,2695,12.6,10,0,0,0,0,0,0,301.75,0.0527046276699969,301.7,301.8,0.0,310.14,0.069920589904858,310.0,310.2,-0.0999999999999659,1767.6,536.1312442966829,1393.0,2825.0,1224.0,34.33,15.193862064809116,5.8,51.1,-38.5,108.9,109.36833789234072,0.0,217.0,2.0,8.400000000000034,3555.9687245982864,33957.0,2.0,301.7,0.126,39.20550496548429,2.695,1,False,True
4304,L,301.7,310.2,1435,48.1,12,0,0,0,0,0,0,301.73999999999995,0.0516397779499058,301.7,301.8,0.0,310.16,0.05163977798648,310.1,310.2,0.0999999999999659,1771.8,533.0261198519664,1402.0,2825.0,-1260.0,34.65,15.472358866342583,5.8,51.1,35.5,89.3,107.17591976641768,0.0,217.0,2.0,8.5,7228.1240175018365,69023.5,2.0,301.7,0.481,44.06629280521566,1.435,0,False,False
4305,L,301.6,310.1,1694,26.3,14,0,0,0,0,0,0,301.73,0.0674948557713666,301.6,301.8,-0.0999999999999659,310.16,0.05163977798648,310.1,310.2,-0.0999999999999659,1766.9,533.5452599774858,1402.0,2825.0,259.0,34.55,15.528271707508964,5.8,51.1,-21.8,69.7,100.35498105336868,0.0,217.0,2.0,8.5,4665.495474042106,44552.2,2.0,301.6,0.263,58.78984074973005,1.694,0,False,True
4306,L,301.6,310.1,1687,26.6,16,0,0,0,0,0,0,301.71,0.0737864787374657,301.6,301.8,0.0,310.15,0.0527046277054285,310.1,310.2,0.0,1789.9,523.5658612926453,1402.0,2825.0,-7.0,33.17,15.563779175451684,5.8,51.1,0.3000000000000007,50.0,87.62800161287699,0.0,217.0,2.0,8.5,4699.215235190637,44874.2,2.0,301.6,0.266,67.6782576340551,1.687,0,True,False
4307,L,301.6,310.0,1869,22.9,18,0,0,0,0,0,0,301.69,0.0737864787373805,301.6,301.8,0.0,310.13,0.0674948557985931,310.0,310.2,-0.1000000000000227,1694.3,381.5934573163767,1402.0,2695.0,182.0,34.88,12.940874090347348,12.6,51.1,-3.700000000000003,30.3,65.85008225760222,0.0,217.0,2.0,8.399999999999977,4482.01599109695,42800.1,2.0,301.6,0.2289999999999999,42.29345634769481,1.869,0,False,False
4308,L,301.4,309.9,1259,63.9,20,1,0,1,0,0,0,301.65,0.1080123449734301,301.4,301.8,-0.2000000000000454,310.1,0.094280904177339,309.9,310.2,-0.1000000000000227,1659.3,405.5835439352907,1259.0,2695.0,-610.0,37.85,15.848887097276668,12.6,63.9,41.0,10.6,6.619835513198966,0.0,20.0,2.0,8.5,8424.714771352139,80450.09999999999,2.0,301.4,0.639,44.2611665415469,1.259,0,False,False
4309,H,301.4,309.9,1460,47.2,22,0,0,0,0,0,0,301.61,0.1197218999736411,301.4,301.7,0.0,310.07,0.1059349905636457,309.9,310.2,0.0,1661.6,404.2458547853149,1259.0,2695.0,201.0,38.34,16.075875645754987,12.6,63.9,-16.699999999999996,12.8,6.356099432796382,3.0,22.0,2.0,8.5,7216.447764805996,68912.0,2.0,301.4,0.472,45.22231835328315,1.46,0,False,True
4310,M,301.3,309.9,1501,39.5,27,0,0,0,0,0,0,301.57,0.1494434118095134,301.3,301.7,-0.0999999999999659,310.05,0.1178511302122899,309.9,310.2,0.0,1671.5,398.3511153632055,1259.0,2695.0,41.0,37.28,15.555334919070216,12.6,63.9,-7.700000000000003,15.2,6.762642481525615,5.0,27.0,5.0,8.599999999999966,6208.7819211670685,59289.5,5.0,301.3,0.395,46.93504023494892,1.501,0,False,True
4311,L,301.4,310.0,1776,25.6,30,0,0,0,0,0,0,301.54,0.1505545305415211,301.3,301.7,0.0999999999999659,310.04,0.1173787790921604,309.9,310.2,0.1000000000000227,1684.7,399.5238972132244,1259.0,2695.0,275.0,36.38,15.982128908391564,12.6,63.9,-13.9,17.7,7.180993431710938,8.0,30.0,3.0,8.600000000000023,4761.146498368404,45465.600000000006,3.0,301.4,0.256,46.32769242631456,1.776,0,True,False
4312,M,301.5,310.1,1468,40.8,32,0,0,0,0,0,0,301.52,0.1398411797556425,301.3,301.7,0.1000000000000227,310.03000000000003,0.1059349905629639,309.9,310.2,0.1000000000000227,1684.4,399.7032788345748,1259.0,2695.0,-308.0,35.35,15.242867184358756,12.6,63.9,15.199999999999996,20.1,7.578478299299233,10.0,32.0,2.0,8.600000000000023,6272.126901038951,59894.4,2.0,301.5,0.408,54.75745542488184,1.468,0,False,True
4313,L,301.5,310.1,1430,46.5,35,0,0,0,0,0,0,301.5,0.1247219128919696,301.3,301.7,0.0,310.03000000000003,0.1059349905629639,309.9,310.2,0.0,1557.9,188.92941068616423,1259.0,1869.0,-38.0,38.74,13.26207625776097,22.9,63.9,5.700000000000003,22.6,7.988881162080562,12.0,35.0,3.0,8.600000000000023,6963.3401166817775,66495.0,3.0,301.5,0.465,67.68948254183614,1.43,0,True,False
4314,L,301.4,310.1,1502,46.6,37,0,0,0,0,0,0,301.47,0.105934990546439,301.3,301.6,-0.1000000000000227,310.02000000000004,0.0918936583653202,309.9,310.1,0.0,1564.6,185.23870485883037,1259.0,1869.0,72.0,38.59,13.152477586624782,22.9,63.9,0.1000000000000014,25.1,8.211780156151539,14.0,37.0,2.0,8.700000000000045,7329.67076404137,69993.2,2.0,301.4,0.466,56.90158915672348,1.502,0,False,True
