UDI,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,TWF,HDF,PWF,OSF,RNF,Air_temperature_K_rolling_mean,Air_temperature_K_rolling_std,Air_temperature_K_rolling_min,Air_temperature_K_rolling_max,Air_temperature_K_change,Process_temperature_K_rolling_mean,Process_temperature_K_rolling_std,Process_temperature_K_rolling_min,Process_temperature_K_rolling_max,Process_temperature_K_change,Rotational_speed_rpm_rolling_mean,Rotational_speed_rpm_rolling_std,Rotational_speed_rpm_rolling_min,Rotational_speed_rpm_rolling_max,Rotational_speed_rpm_change,Torque_Nm_rolling_mean,Torque_Nm_rolling_std,Torque_Nm_rolling_min,Torque_Nm_rolling_max,Torque_Nm_change,Tool_wear_min_rolling_mean,Tool_wear_min_rolling_std,Tool_wear_min_rolling_min,Tool_wear_min_rolling_max,Tool_wear_min_change,temperature_difference,power_consumption,load_signal,tool_wear_change
5192,L,304.0,313.2,1416,46.0,128,0,0,0,0,0,0,304.0,0.06666666669201517,303.9,304.1,-0.10000000000002274,313.1,0.09428090424216283,313.0,313.2,0.0,1682.5,314.6815850983307,1397.0,2354.0,-36.0,34.010000000000005,11.810960070111983,15.0,48.0,-2.0,118.0,6.6499791144144185,108.0,128.0,2.0,9.199999999999989,6821.025969474159,65136.0,2.0
5193,L,303.9,313.1,1310,62.9,130,0,0,0,0,0,0,304.0,0.06666666669201517,303.9,304.1,-0.10000000000002274,313.1,0.09428090424216283,313.0,313.2,-0.0999999999999659,1654.9,335.50076999414586,1310.0,2354.0,-106.0,37.11,14.868194988707383,15.0,62.9,16.9,120.2,6.613118276067956,110.0,130.0,2.0,9.200000000000045,8628.803102104845,82399.0,2.0
5194,H,304.0,313.1,1408,39.8,132,0,0,0,0,0,0,304.01,0.05676462124968797,303.9,304.1,0.10000000000002274,313.11,0.08755950366761885,313.0,313.2,0.0,1605.6,331.5177890316639,1310.0,2354.0,98.0,38.84,13.957968651952534,15.0,62.9,-23.1,122.4,6.5012819248669915,113.0,132.0,2.0,9.100000000000023,5868.327525297541,56038.399999999994,2.0
5195,M,303.9,313.1,1668,34.4,137,0,0,0,0,0,0,304.0,0.06666666669201517,303.9,304.1,-0.10000000000002274,313.12,0.07888106387528952,313.0,313.2,0.0,1632.7,323.5518333882333,1310.0,2354.0,260.0,38.04,13.960515749785213,15.0,62.9,-5.399999999999999,124.8,7.052186422186686,115.0,137.0,5.0,9.200000000000045,6008.735772961982,57379.2,5.0
5196,L,303.9,313.0,1551,36.8,140,0,0,0,0,0,0,303.99,0.07378647876003473,303.9,304.1,0.0,313.12,0.07888106387528952,313.0,313.2,-0.10000000000002274,1586.6,295.0944105046884,1310.0,2354.0,-117.0,39.61,12.666618420960775,15.0,62.9,2.3999999999999986,127.3,7.601900347204991,117.0,140.0,3.0,9.100000000000023,5977.068519013797,57076.799999999996,3.0
5197,H,303.9,313.0,1517,36.0,142,0,0,0,0,0,0,303.98,0.07888106379584137,303.9,304.1,0.0,313.12,0.07888106387528952,313.0,313.2,0.0,1502.9,120.00504619019175,1310.0,1668.0,-34.0,41.71,9.470826550811482,30.6,62.9,-0.7999999999999972,129.8,7.94145242802717,119.0,142.0,2.0,9.100000000000023,5718.9552665948595,54612.0,2.0
5198,H,303.8,312.9,1570,35.8,147,0,0,0,0,0,0,303.96,0.09660917832501813,303.8,304.1,-0.0999999999999659,313.1,0.1054092554140447,312.9,313.2,-0.10000000000002274,1495.1,111.778998226158,1310.0,1668.0,53.0,41.72,9.463825864839238,30.6,62.9,-0.20000000000000284,132.6,8.617811013628964,121.0,147.0,5.0,9.099999999999966,5885.878556255597,56205.99999999999,5.0
5199,L,303.8,312.8,1428,53.3,152,0,0,0,0,0,0,303.94,0.10749676999249334,303.8,304.1,0.0,313.06,0.13498971160041773,312.8,313.2,-0.0999999999999659,1474.7,102.2252958475064,1310.0,1668.0,-142.0,43.989999999999995,9.219478172748035,34.4,62.9,17.5,135.7,9.510812560213784,123.0,152.0,5.0,9.0,7970.471889569592,76112.4,5.0
5200,L,303.8,312.8,1503,40.0,154,0,0,0,0,0,0,303.91,0.09944289261728645,303.8,304.1,0.0,313.02,0.14757295752754646,312.8,313.2,0.0,1482.3,101.10396189620943,1310.0,1668.0,75.0,43.3,9.235679605626085,34.4,62.9,-13.299999999999997,138.8,9.95322393331116,126.0,154.0,2.0,9.0,6295.751677793945,60120.0,2.0
5201,L,303.8,312.8,1416,58.7,156,0,0,0,0,0,0,303.88,0.07888106379458606,303.8,304.0,0.0,312.98,0.1475729575272383,312.8,313.2,0.0,1478.7,102.92721268503384,1310.0,1668.0,-87.0,44.37,10.388567434123576,34.4,62.9,18.700000000000003,141.8,10.18495622638169,128.0,156.0,2.0,9.0,8704.222269742026,83119.2,2.0
5202,M,303.7,312.7,1396,47.3,158,0,0,0,0,0,0,303.85,0.08498365857802033,303.7,304.0,-0.10000000000002274,312.93,0.14944341186141635,312.7,313.1,-0.10000000000002274,1476.7,104.46376298878414,1310.0,1668.0,-20.0,44.49999999999999,10.419319662157497,34.4,62.9,-11.400000000000006,144.8,10.08629433108699,130.0,158.0,2.0,9.0,6914.72920635523,66030.8,2.0
5203,L,303.7,312.7,1335,51.1,161,0,0,0,0,0,0,303.83000000000004,0.09486832982109981,303.7,304.0,0.0,312.89,0.15238839272588225,312.7,313.1,0.0,1479.2,100.24503312716168,1335.0,1668.0,-61.0,43.32,8.616108943910422,34.4,58.7,3.8000000000000043,147.9,9.791719858011083,132.0,161.0,3.0,9.0,7143.824614630511,68218.5,3.0
5204,M,303.7,312.6,1671,30.5,163,0,0,0,0,0,0,303.8,0.08164965811107179,303.7,303.9,0.0,312.84000000000003,0.15776212759762487,312.6,313.1,-0.0999999999999659,1505.5,113.15795253636017,1335.0,1671.0,336.0,42.39,9.49531463407085,30.5,58.7,-20.6,151.0,9.079892314584015,137.0,163.0,2.0,8.900000000000034,5337.09467955102,50965.5,2.0
5205,L,303.7,312.7,1989,22.4,166,0,0,0,0,0,0,303.78000000000003,0.07888106379337538,303.7,303.9,0.0,312.8,0.13333333339014689,312.6,313.0,0.0999999999999659,1537.6,186.280672343879,1335.0,1989.0,318.0,41.19,11.219076016618613,22.4,58.7,-8.100000000000001,153.9,8.73625905191838,140.0,166.0,3.0,9.0,4665.642081699273,44553.6,3.0
5206,L,303.7,312.7,1468,43.3,168,0,0,0,0,0,0,303.76,0.0699205898988658,303.7,303.9,0.0,312.77000000000004,0.11595018093787794,312.6,313.0,0.0,1529.3,187.46261849588066,1335.0,1989.0,-521.0,41.839999999999996,11.12436764744656,22.4,58.7,20.9,156.7,8.260347046785801,142.0,168.0,2.0,9.0,6656.448402328101,63564.399999999994,2.0
5207,H,303.7,312.6,1711,27.6,170,0,0,0,0,0,0,303.73999999999995,0.05163977797733545,303.7,303.8,0.0,312.72999999999996,0.09486832988404557,312.6,312.9,-0.0999999999999659,1548.7,195.89682658651034,1335.0,1989.0,243.0,41.0,11.904154270207071,22.4,58.7,-15.699999999999996,159.5,7.4274266517201015,147.0,170.0,2.0,8.900000000000034,4945.243827868765,47223.600000000006,2.0
5208,M,303.8,312.7,1488,41.3,175,0,0,0,0,0,0,303.74,0.05163977797733545,303.7,303.8,0.10000000000002274,312.71000000000004,0.07378647883851014,312.6,312.8,0.0999999999999659,1540.5,196.62103990502143,1335.0,1989.0,-223.0,41.55,11.763432038879367,22.4,58.7,13.699999999999996,162.3,7.469196000166966,152.0,175.0,5.0,8.899999999999977,6435.489719025618,61454.399999999994,5.0
5209,L,303.8,312.7,1664,29.3,178,0,0,0,0,0,0,303.74,0.05163977797733545,303.7,303.8,0.0,312.7,0.06666666677854373,312.6,312.8,0.0,1564.1,195.77904211976286,1335.0,1989.0,176.0,39.15,11.54606715148788,22.4,58.7,-11.999999999999996,164.9,7.9923574605872485,154.0,178.0,3.0,8.899999999999977,5105.632604810036,48755.200000000004,3.0
5210,M,303.8,312.7,1507,38.5,180,0,0,0,0,0,0,303.74,0.05163977797733545,303.7,303.8,0.0,312.68999999999994,0.056764621350931195,312.6,312.8,0.0,1564.5,195.64437692461485,1335.0,1989.0,-157.0,39.0,11.543540762406227,22.4,58.7,9.2,167.5,8.276472678625385,156.0,180.0,2.0,8.899999999999977,6075.7878321651015,58019.5,2.0
5211,L,303.7,312.6,1466,42.5,183,0,0,0,0,0,0,303.73,0.048304589183611066,303.7,303.8,-0.10000000000002274,312.66999999999996,0.048304589307603035,312.6,312.7,-0.0999999999999659,1569.5,192.03312792906524,1335.0,1989.0,-41.0,37.379999999999995,9.411553183897675,22.4,51.1,4.0,170.2,8.50881895447531,158.0,183.0,3.0,8.900000000000034,6524.564342730401,62305.0,3.0
5212,L,303.7,312.5,1433,53.6,185,0,0,0,0,0,0,303.73,0.048304589183611066,303.7,303.8,0.0,312.65,0.07071067822326228,312.5,312.7,-0.10000000000002274,1573.2,188.64534626294167,1335.0,1989.0,-33.0,38.010000000000005,10.316701669299851,22.4,53.6,11.100000000000001,172.9,8.491171886144114,161.0,185.0,2.0,8.800000000000011,8043.398727034923,76808.8,2.0
5213,L,303.7,312.5,1397,45.7,187,0,0,0,0,0,0,303.72999999999996,0.048304589183611066,303.7,303.8,0.0,312.63,0.08232726032440006,312.5,312.7,0.0,1579.4,180.80265484776058,1397.0,1989.0,-36.0,37.47,9.67689688553797,22.4,53.6,-7.899999999999999,175.5,8.422852512331815,163.0,187.0,2.0,8.800000000000011,6685.612854128926,63842.9,2.0
5214,M,303.7,312.6,1429,43.3,189,0,0,0,0,0,0,303.73,0.048304589183611066,303.7,303.8,0.0,312.63,0.08232726032440006,312.5,312.7,0.10000000000002274,1555.2,183.35745295884254,1397.0,1989.0,32.0,38.75,9.497397304291127,22.4,53.6,-2.4000000000000057,178.1,8.143845665426005,166.0,189.0,2.0,8.900000000000034,6479.608151857532,61875.7,2.0
5215,L,303.7,312.7,1572,37.2,192,0,0,0,0,0,0,303.72999999999996,0.048304589183611066,303.7,303.8,0.0,312.63,0.08232726032440006,312.5,312.7,0.0999999999999659,1513.5,103.97141701234244,1397.0,1711.0,143.0,40.230000000000004,7.637487952345501,27.6,53.6,-6.099999999999994,180.7,8.000694414310088,168.0,192.0,3.0,9.0,6123.843727789513,58478.4,3.0
5216,M,303.7,312.7,1532,42.7,194,0,0,0,0,0,0,303.73,0.048304589183611066,303.7,303.8,0.0,312.63,0.08232726032440006,312.5,312.7,0.0,1519.9,102.822878993166,1397.0,1711.0,-40.0,40.17,7.613007873954246,27.6,53.6,5.5,183.3,7.631076813491042,170.0,194.0,2.0,9.0,6850.389388809711,65416.4,2.0
5217,M,303.7,312.7,1316,51.8,197,0,0,0,0,0,0,303.73,0.048304589183611066,303.7,303.8,0.0,312.64,0.08432740435872672,312.5,312.7,0.0,1480.4,96.95726435450929,1316.0,1664.0,-216.0,42.589999999999996,6.994513723070541,29.3,53.6,9.099999999999994,186.0,7.164728420073327,175.0,197.0,3.0,9.0,7138.6200428010625,68168.8,3.0
5218,M,303.8,312.8,1420,47.9,200,0,0,0,0,0,0,303.73,0.048304589183611066,303.7,303.8,0.10000000000002274,312.65,0.0971825316568756,312.5,312.8,0.10000000000002274,1473.6,98.73331082601149,1316.0,1664.0,104.0,43.25,7.168488140620863,29.3,53.6,-3.8999999999999986,188.5,7.261006970269392,178.0,200.0,3.0,9.0,7122.828303729018,68018.0,3.0
5219,L,303.8,312.9,1589,37.2,203,0,0,0,0,0,0,303.72999999999996,0.048304589183611066,303.7,303.8,0.0,312.66999999999996,0.12516655576276423,312.5,312.9,0.0999999999999659,1466.1,84.48333168934869,1316.0,1589.0,169.0,44.040000000000006,5.756580775271185,37.2,53.6,-10.699999999999996,191.0,7.542472332662063,180.0,203.0,3.0,9.099999999999966,6190.068500927186,59110.8,3.0
5220,L,303.8,313.0,1365,59.9,205,1,0,0,0,1,0,303.73,0.048304589183611066,303.7,303.8,0.0,312.7,0.16329931623123858,312.5,313.0,0.10000000000002274,1451.9,88.67474900505995,1316.0,1589.0,-224.0,46.18,7.251789051292346,37.2,59.9,22.699999999999996,193.5,7.633988327071699,183.0,205.0,2.0,9.199999999999989,8562.2536977263,81763.5,2.0
5221,L,303.8,313.0,1633,32.9,207,0,0,0,0,0,0,303.73999999999995,0.05163977797732587,303.7,303.8,0.0,312.73999999999995,0.1837873167354108,312.5,313.0,0.0,1468.6,105.71365937179989,1316.0,1633.0,268.0,45.220000000000006,8.345963761670093,32.9,59.9,-27.0,195.9,7.738073260048141,185.0,207.0,2.0,9.199999999999989,5626.142147632305,53725.7,2.0
5222,L,303.9,313.0,1626,31.4,209,0,0,0,0,0,0,303.76,0.06992058989884158,303.7,303.9,0.0999999999999659,312.78999999999996,0.17919573411848058,312.5,313.0,0.0,1487.9,115.64356157319071,1316.0,1633.0,-7.0,43.0,8.808960084923621,31.4,59.9,-1.5,198.3,7.703534542308737,187.0,209.0,2.0,9.100000000000023,5346.613705291396,51056.399999999994,2.0
5223,L,303.9,313.1,1665,29.6,0,0,0,0,0,0,0,303.78000000000003,0.07888106379332614,303.7,303.9,0.0,312.85,0.17159383572769596,312.6,313.1,0.10000000000002274,1514.7,123.05378227966892,1316.0,1665.0,39.0,41.39,9.68807399733187,29.6,59.9,-1.7999999999999972,179.6,63.44936739024497,0.0,209.0,-209.0,9.200000000000045,5161.008411317312,49284.0,-209.0
5224,M,303.9,313.2,1350,47.2,2,0,0,0,0,0,0,303.8,0.08164965811099481,303.7,303.9,0.0,312.90999999999997,0.1791957341193115,312.7,313.2,0.0999999999999659,1506.8,131.41858485177553,1316.0,1665.0,-315.0,41.78,9.850640137123635,29.6,59.9,17.6,160.9,84.45176137890803,0.0,209.0,2.0,9.300000000000011,6672.742796224721,63720.00000000001,2.0
5225,L,303.9,313.2,1590,31.9,5,0,0,0,0,0,0,303.82,0.0788810637937281,303.7,303.9,0.0,312.96,0.18378731673689622,312.7,313.2,0.0,1508.6,132.52940973400325,1316.0,1665.0,240.0,41.25,10.258573650041876,29.6,59.9,-15.300000000000004,142.2,96.62619842580068,0.0,209.0,3.0,9.300000000000011,5311.490699424263,50721.0,3.0
5226,M,304.0,313.2,1437,53.9,7,0,0,0,0,0,0,303.85,0.08498365857786211,303.7,304.0,0.10000000000002274,313.01,0.17288403311057712,312.7,313.2,0.0,1499.1,134.06171878818867,1316.0,1665.0,-153.0,42.370000000000005,11.017768477428728,29.6,59.9,22.0,123.5,103.34865477810725,0.0,209.0,2.0,9.199999999999989,8110.995328964664,77454.3,2.0
5227,L,303.9,313.0,1403,48.3,10,0,0,0,0,0,0,303.87,0.06749485579392815,303.8,304.0,-0.10000000000002274,313.04,0.13498971160049292,312.8,313.2,-0.19999999999998863,1507.8,123.24573465686343,1350.0,1665.0,-34.0,42.019999999999996,10.736935213447913,29.6,59.9,-5.600000000000001,104.8,105.46805730225155,0.0,209.0,3.0,9.100000000000023,7096.323733708231,67764.9,3.0
5228,L,303.9,313.1,1440,41.1,12,0,0,0,0,0,0,303.88,0.06324555322790865,303.8,304.0,0.0,313.07000000000005,0.10593499062189037,312.9,313.2,0.10000000000002274,1509.8,121.81661992063212,1350.0,1665.0,37.0,41.339999999999996,10.536623958576325,29.6,59.9,-7.199999999999996,86.0,103.34731088260853,0.0,209.0,2.0,9.200000000000045,6197.733987001944,59184.0,2.0
5229,M,303.9,313.1,1343,61.4,14,0,0,0,0,0,0,303.89,0.05676462124724479,303.8,304.0,0.0,313.09000000000003,0.0875595036678195,313.0,313.2,0.0,1485.2,128.69067133591275,1343.0,1665.0,-97.0,43.76,12.137563365208194,29.6,61.4,20.299999999999997,67.1,96.63729438817343,0.0,209.0,2.0,9.200000000000045,8635.211951118168,82460.2,2.0
5230,H,303.9,313.1,1790,26.7,17,0,0,0,0,0,0,303.9,0.04714045211238371,303.8,304.0,0.0,313.1,0.08164965819022546,313.0,313.2,0.0,1527.7,152.5502103134093,1343.0,1790.0,447.0,40.44,11.767204897982845,26.7,61.4,-34.7,48.3,84.33274044587253,0.0,209.0,3.0,9.200000000000045,5004.871256433899,47793.0,3.0
5231,M,303.8,313.1,2117,18.6,22,0,0,0,0,0,0,303.9,0.04714045211238371,303.8,304.0,-0.0999999999999659,313.11,0.07378647884527494,313.0,313.2,0.0,1576.1,240.87915365731646,1343.0,2117.0,327.0,39.010000000000005,13.52318585081031,18.6,61.4,-8.099999999999998,29.8,63.32596448359498,0.0,209.0,5.0,9.300000000000011,4123.4660215427475,39376.200000000004,5.0
5232,L,303.8,313.1,1458,42.2,25,0,0,0,0,0,0,303.89,0.05676462124724479,303.8,304.0,0.0,313.12,0.06324555332958028,313.0,313.2,0.0,1559.3,242.86258117159974,1343.0,2117.0,-659.0,40.089999999999996,13.276918149764876,18.6,61.4,23.6,11.4,8.275801404613787,0.0,25.0,3.0,9.300000000000011,6443.155205100379,61527.600000000006,3.0
5233,L,303.6,312.9,1381,57.8,27,0,0,0,0,0,0,303.86,0.10749676999159613,303.6,304.0,-0.19999999999998863,313.1,0.09428090424261315,312.9,313.2,-0.20000000000004547,1530.9,245.71729464750263,1343.0,2117.0,-77.0,42.91,13.786341872383044,18.6,61.4,15.599999999999994,14.1,8.54335349196163,2.0,27.0,2.0,9.299999999999955,8358.919349210457,79821.8,2.0
5234,L,303.6,312.9,1450,45.3,29,0,0,0,0,0,0,303.83,0.133749350996224,303.6,304.0,0.0,313.07,0.10593499062191696,312.9,313.2,0.0,1540.9,239.49319173806916,1343.0,2117.0,69.0,42.72,13.733640773257786,18.6,61.4,-12.5,16.8,8.560892995979943,5.0,29.0,2.0,9.299999999999955,6878.517115034851,65685.0,2.0
5235,L,303.7,312.9,1461,50.1,31,0,0,0,0,0,0,303.81000000000006,0.13703203195154803,303.6,304.0,0.0999999999999659,313.04,0.10749677005067693,312.9,313.2,0.0,1528.0,240.02823907939313,1343.0,2117.0,11.0,44.54,13.34076459577934,18.6,61.4,4.800000000000004,19.4,8.527081042821505,7.0,31.0,2.0,9.199999999999989,7665.077667714128,73196.1,2.0
5236,M,303.7,312.9,1511,41.0,33,0,0,0,0,0,0,303.78000000000003,0.12292725944256278,303.6,303.9,0.0,313.01,0.0994428926801319,312.9,313.1,0.0,1535.4,238.0435067610747,1343.0,2117.0,50.0,43.25,12.95318493653201,18.6,61.4,-9.100000000000001,22.0,8.286535263088346,10.0,33.0,2.0,9.199999999999989,6487.493549418042,61951.0,2.0
5237,L,303.8,313.1,1394,45.4,36,0,0,0,0,0,0,303.77,0.11595018088549468,303.6,303.9,0.10000000000002274,313.02,0.10327955597500056,312.9,313.1,0.20000000000004547,1534.5,238.6160328039795,1343.0,2117.0,-117.0,42.96,12.859687226194708,18.6,61.4,4.399999999999999,24.6,8.181279443527066,12.0,36.0,3.0,9.300000000000011,6627.46197411098,63287.6,3.0
5238,L,303.8,313.0,1499,42.3,38,0,0,0,0,0,0,303.76,0.10749676999090062,303.6,303.9,0.0,313.01,0.0994428926801287,312.9,313.1,-0.10000000000002274,1540.4,236.74186598721778,1343.0,2117.0,105.0,43.08,12.84599375508004,18.6,61.4,-3.1000000000000014,27.2,7.857056276563363,14.0,38.0,2.0,9.199999999999989,6640.03881670085,63407.7,2.0
5239,L,303.7,313.0,1457,44.1,40,0,0,0,0,0,0,303.73999999999995,0.09660917832290386,303.6,303.9,-0.10000000000002274,313.0,0.09428090424135248,312.9,313.1,0.0,1551.8,228.7914139803102,1381.0,2117.0,-42.0,41.35,11.158778308279697,18.6,57.8,1.8000000000000043,29.8,7.284687135795353,17.0,40.0,2.0,9.300000000000011,6728.631729532083,64253.700000000004,2.0
5240,L,303.7,313.0,1753,29.0,42,0,0,0,0,0,0,303.72,0.07888106379281955,303.6,303.8,0.0,312.99,0.08755950366647976,312.9,313.1,0.0,1548.1,224.77517162217092,1381.0,2117.0,296.0,41.58,10.84248843926318,18.6,57.8,-15.100000000000001,32.3,6.6674999479052275,22.0,42.0,2.0,9.300000000000011,5323.6381910181435,50837.0,2.0
5241,L,303.7,313.0,1694,28.0,44,0,0,0,0,0,0,303.71,0.07378647875657317,303.6,303.8,0.0,312.97999999999996,0.07888106387372927,312.9,313.1,0.0,1505.8,122.23001995326959,1381.0,1753.0,-59.0,42.519999999999996,8.85397588029744,28.0,57.8,-1.0,34.5,6.519202405184631,25.0,44.0,2.0,9.300000000000011,4967.067424835702,47432.0,2.0
5242,L,303.7,313.1,1683,28.4,46,0,0,0,0,0,0,303.7,0.06666666668793238,303.6,303.8,0.0,312.97999999999996,0.07888106387372927,312.9,313.1,0.10000000000002274,1528.3,132.71276418557684,1381.0,1753.0,-11.0,41.14,9.920595860240574,28.0,57.8,0.3999999999999986,36.6,6.501281924854201,27.0,46.0,2.0,9.400000000000034,5005.311079405403,47797.2,2.0
5243,L,303.7,313.1,1496,47.4,48,0,0,0,0,0,0,303.71,0.056764621244857434,303.6,303.8,0.0,313.0,0.08164965818878962,312.9,313.1,0.0,1539.8,123.16998191297714,1394.0,1753.0,-187.0,40.1,8.410179017780269,28.0,50.1,19.0,38.7,6.447221623803556,29.0,48.0,2.0,9.400000000000034,7425.719723437123,70910.4,2.0
5244,L,303.7,313.1,1721,34.8,50,0,0,0,0,0,0,303.71999999999997,0.04216370216955331,303.7,303.8,0.0,313.02000000000004,0.07888106387436307,312.9,313.1,0.0,1566.9,130.7936882608919,1394.0,1753.0,225.0,39.05,8.344026472739547,28.0,50.1,-12.600000000000001,40.8,6.3560994328107965,31.0,50.0,2.0,9.400000000000034,6271.749909920519,59890.799999999996,2.0
5245,L,303.6,313.0,1593,31.6,52,0,0,0,0,0,0,303.71000000000004,0.056764621244857434,303.6,303.8,-0.0999999999999659,313.03000000000003,0.06749485588775227,312.9,313.1,-0.10000000000002274,1580.1,125.47106793554951,1394.0,1753.0,-128.0,37.2,7.643297717608607,28.0,47.4,-3.1999999999999957,42.9,6.2262883539431915,33.0,52.0,2.0,9.399999999999977,5271.466809017529,50338.8,2.0
5246,L,303.6,313.0,1575,38.3,54,0,0,0,0,0,0,303.7,0.06666666668792812,303.6,303.8,0.0,313.04,0.05163977810218859,313.0,313.1,0.0,1586.5,123.16587730914631,1394.0,1753.0,-18.0,36.93,7.541153757880884,28.0,47.4,6.699999999999996,45.0,6.055300708177326,36.0,54.0,2.0,9.399999999999977,6316.957428205676,60322.49999999999,2.0
5247,L,303.5,313.0,1465,41.0,56,0,0,0,0,0,0,303.66999999999996,0.08232726025181848,303.5,303.8,-0.10000000000002274,313.03000000000003,0.04830458931701016,313.0,313.1,0.0,1593.6,112.4131269519241,1457.0,1753.0,-110.0,36.489999999999995,7.107968923836351,28.0,47.4,2.700000000000003,47.0,6.055300708177656,38.0,56.0,2.0,9.5,6289.992091262365,60065.0,2.0
5248,L,303.6,313.1,1405,38.3,58,0,0,0,0,0,0,303.65,0.07071067813820903,303.5,303.7,0.10000000000002274,313.04,0.05163977810218859,313.0,313.1,0.10000000000002274,1584.2,124.48453719236923,1405.0,1753.0,-60.0,36.09,6.852647501351497,28.0,47.4,-2.700000000000003,49.0,6.055300708177986,40.0,58.0,2.0,9.5,5635.127102621572,53811.49999999999,2.0
5249,M,303.5,313.0,1902,21.6,60,0,0,0,0,0,0,303.63,0.08232726025148614,303.5,303.7,-0.10000000000002274,313.04,0.05163977810218859,313.0,313.1,-0.10000000000002274,1628.7,150.73232345230863,1405.0,1902.0,497.0,33.839999999999996,7.585102357765474,21.6,47.4,-16.699999999999996,51.0,6.055300708178318,42.0,60.0,2.0,9.5,4302.222643532006,41083.200000000004,2.0
5250,M,303.4,312.9,1422,39.9,63,0,0,0,0,0,0,303.6,0.10540925535173766,303.4,303.7,-0.10000000000002274,313.03000000000003,0.06749485588775227,312.9,313.1,-0.10000000000002274,1595.6,156.63134353562847,1405.0,1902.0,-480.0,34.93,7.595473798402807,21.6,47.4,18.299999999999997,53.1,6.226288353944831,44.0,63.0,3.0,9.5,5941.568522028231,56737.799999999996,3.0
5251,L,303.5,312.9,1332,52.9,66,0,0,0,0,0,0,303.58000000000004,0.10327955591178092,303.4,303.7,0.10000000000002274,313.02000000000004,0.07888106387436307,312.9,313.1,0.0,1559.4,172.4008249529073,1332.0,1902.0,-90.0,37.42,9.019214057900115,21.6,52.9,13.0,55.3,6.532823109313809,46.0,66.0,3.0,9.399999999999977,7378.847161045562,70462.8,3.0
5252,M,303.4,312.9,1307,54.3,68,0,0,0,0,0,0,303.55,0.10801234498562817,303.4,303.7,-0.10000000000002274,313.0,0.08164965818878962,312.9,313.1,0.0,1521.8,183.11793406921285,1307.0,1902.0,-25.0,40.01,9.82405777217904,21.6,54.3,1.3999999999999986,57.5,6.75359986310429,48.0,68.0,2.0,9.5,7431.9714928177655,70970.09999999999,2.0
5253,L,303.5,313.0,1322,59.5,71,0,0,0,0,0,0,303.53000000000003,0.09486832981876198,303.4,303.7,0.10000000000002274,312.98999999999995,0.07378647884333679,312.9,313.1,0.10000000000002274,1504.4,193.797259469211,1307.0,1902.0,15.0,41.22,11.446571539111616,21.6,59.5,5.200000000000003,59.8,7.0679244163595385,50.0,71.0,3.0,9.5,8237.151217957318,78659.0,3.0
5254,L,303.5,313.0,1547,40.3,73,0,0,0,0,0,0,303.51000000000005,0.07378647875471236,303.4,303.6,0.0,312.97999999999996,0.06324555332691716,312.9,313.1,0.0,1487.0,179.47082709392302,1307.0,1902.0,225.0,41.769999999999996,11.233981188044302,21.6,59.5,-19.200000000000003,62.1,7.264066813189911,52.0,73.0,2.0,9.5,6528.658885155581,62344.1,2.0
5255,L,303.5,313.1,1897,23.6,75,0,0,0,0,0,0,303.5,0.06666666668588185,303.4,303.6,0.0,312.99,0.07378647884333679,312.9,313.1,0.10000000000002274,1517.4,220.48189646015268,1307.0,1902.0,350.0,40.97,12.275273248825602,21.6,59.5,-16.699999999999996,64.4,7.351492667769548,54.0,75.0,2.0,9.600000000000023,4688.219660903073,44769.200000000004,2.0
5256,M,303.5,313.0,1403,51.9,77,0,0,0,0,0,0,303.49,0.05676462124220547,303.4,303.6,0.0,312.99,0.07378647884333679,312.9,313.1,-0.10000000000002274,1500.2,222.19150898867764,1307.0,1902.0,-494.0,42.33,12.692872015426603,21.6,59.5,28.299999999999997,66.7,7.334090869952355,56.0,77.0,2.0,9.5,7625.24227286661,72815.7,2.0
5257,L,303.5,313.0,1393,51.6,80,0,0,0,0,0,0,303.49,0.05676462124220547,303.4,303.6,0.0,312.99,0.07378647884333679,312.9,313.1,0.0,1493.0,224.6122584959816,1307.0,1902.0,-10.0,43.39,13.008155561458768,21.6,59.5,-0.29999999999999716,69.1,7.370361064565065,58.0,80.0,3.0,9.5,7527.1303342950005,71878.8,3.0
5258,L,303.5,313.0,1482,38.5,82,0,0,0,0,0,0,303.48,0.04216370216564654,303.4,303.5,0.0,312.98,0.06324555332691716,312.9,313.1,0.0,1500.7,222.57086262331785,1307.0,1902.0,89.0,43.41,12.999611105294207,21.6,59.5,-13.100000000000001,71.5,7.261006970252924,60.0,82.0,2.0,9.5,5974.995067862428,57057.0,2.0
5259,M,303.5,312.9,1572,44.7,84,0,0,0,0,0,0,303.48,0.04216370216564654,303.4,303.5,0.0,312.96999999999997,0.06749485588664017,312.9,313.1,-0.10000000000002274,1467.7,176.06567587755822,1307.0,1897.0,90.0,45.720000000000006,10.506802029584831,23.6,59.5,6.200000000000003,73.9,6.999206304198576,63.0,84.0,2.0,9.399999999999977,7358.489640650301,70268.40000000001,2.0
